Offense Parent Group,MCPP,Zipcode,Zip Code,Population,Avg. Income/H/hold
LARCENY-THEFT,EASTLAKE - WEST,98102,98102,"19,424","$41,850.00"
BURGLARY/BREAKING&ENTERING,EASTLAKE - WEST,98102,98102,"19,424","$41,850.00"
LARCENY-THEFT,EASTLAKE - EAST,98102,98102,"19,424","$41,850.00"
LARCENY-THEFT,EASTLAKE - EAST,98102,98102,"19,424","$41,850.00"
BURGLARY/BREAKING&ENTERING,EASTLAKE - WEST,98102,98102,"19,424","$41,850.00"
LARCENY-THEFT,EASTLAKE - WEST,98102,98102,"19,424","$41,850.00"
BURGLARY/BREAKING&ENTERING,EASTLAKE - WEST,98102,98102,"19,424","$41,850.00"
BURGLARY/BREAKING&ENTERING,EASTLAKE - WEST,98102,98102,"19,424","$41,850.00"
LARCENY-THEFT,CAPITOL HILL,98102,98102,"19,424","$41,850.00"
FRAUD OFFENSES,CAPITOL HILL,98102,98102,"19,424","$41,850.00"
LARCENY-THEFT,EASTLAKE - WEST,98102,98102,"19,424","$41,850.00"
BURGLARY/BREAKING&ENTERING,CAPITOL HILL,98102,98102,"19,424","$41,850.00"
LARCENY-THEFT,CAPITOL HILL,98102,98102,"19,424","$41,850.00"
LARCENY-THEFT,CAPITOL HILL,98102,98102,"19,424","$41,850.00"
BURGLARY/BREAKING&ENTERING,EASTLAKE - WEST,98102,98102,"19,424","$41,850.00"
LARCENY-THEFT,CAPITOL HILL,98102,98102,"19,424","$41,850.00"
LARCENY-THEFT,EASTLAKE - EAST,98102,98102,"19,424","$41,850.00"
BURGLARY/BREAKING&ENTERING,CAPITOL HILL,98102,98102,"19,424","$41,850.00"
LARCENY-THEFT,EASTLAKE - WEST,98102,98102,"19,424","$41,850.00"
LARCENY-THEFT,EASTLAKE - WEST,98102,98102,"19,424","$41,850.00"
LARCENY-THEFT,CAPITOL HILL,98102,98102,"19,424","$41,850.00"
LARCENY-THEFT,CAPITOL HILL,98102,98102,"19,424","$41,850.00"
BURGLARY/BREAKING&ENTERING,EASTLAKE - WEST,98102,98102,"19,424","$41,850.00"
BURGLARY/BREAKING&ENTERING,MONTLAKE/PORTAGE BAY,98102,98102,"19,424","$41,850.00"
BURGLARY/BREAKING&ENTERING,EASTLAKE - WEST,98102,98102,"19,424","$41,850.00"
LARCENY-THEFT,CAPITOL HILL,98102,98102,"19,424","$41,850.00"
MOTOR VEHICLE THEFT,CAPITOL HILL,98102,98102,"19,424","$41,850.00"
ASSAULT OFFENSES,SLU/CASCADE,98109,98109,"16,018","$49,531.00"
TRESPASS OF REAL PROPERTY,SLU/CASCADE,98109,98109,"16,018","$49,531.00"
BURGLARY/BREAKING&ENTERING,SLU/CASCADE,98109,98109,"16,018","$49,531.00"
LARCENY-THEFT,QUEEN ANNE,98109,98109,"16,018","$49,531.00"
DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,FREMONT,98109,98109,"16,018","$49,531.00"
LARCENY-THEFT,SLU/CASCADE,98109,98109,"16,018","$49,531.00"
BURGLARY/BREAKING&ENTERING,SLU/CASCADE,98109,98109,"16,018","$49,531.00"
ASSAULT OFFENSES,SLU/CASCADE,98109,98109,"16,018","$49,531.00"
LARCENY-THEFT,QUEEN ANNE,98109,98109,"16,018","$49,531.00"
MOTOR VEHICLE THEFT,QUEEN ANNE,98109,98109,"16,018","$49,531.00"
LARCENY-THEFT,QUEEN ANNE,98109,98109,"16,018","$49,531.00"
BURGLARY/BREAKING&ENTERING,QUEEN ANNE,98109,98109,"16,018","$49,531.00"
DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,SLU/CASCADE,98109,98109,"16,018","$49,531.00"
BURGLARY/BREAKING&ENTERING,QUEEN ANNE,98109,98109,"16,018","$49,531.00"
LARCENY-THEFT,QUEEN ANNE,98109,98109,"16,018","$49,531.00"
ASSAULT OFFENSES,QUEEN ANNE,98109,98109,"16,018","$49,531.00"
BURGLARY/BREAKING&ENTERING,QUEEN ANNE,98109,98109,"16,018","$49,531.00"
DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,SLU/CASCADE,98109,98109,"16,018","$49,531.00"
BURGLARY/BREAKING&ENTERING,QUEEN ANNE,98109,98109,"16,018","$49,531.00"
LARCENY-THEFT,QUEEN ANNE,98109,98109,"16,018","$49,531.00"
LARCENY-THEFT,QUEEN ANNE,98109,98109,"16,018","$49,531.00"
FRAUD OFFENSES,SLU/CASCADE,98109,98109,"16,018","$49,531.00"
ASSAULT OFFENSES,QUEEN ANNE,98109,98109,"16,018","$49,531.00"
BURGLARY/BREAKING&ENTERING,QUEEN ANNE,98109,98109,"16,018","$49,531.00"
ASSAULT OFFENSES,SLU/CASCADE,98109,98109,"16,018","$49,531.00"
LARCENY-THEFT,SLU/CASCADE,98109,98109,"16,018","$49,531.00"
LARCENY-THEFT,QUEEN ANNE,98109,98109,"16,018","$49,531.00"
LARCENY-THEFT,QUEEN ANNE,98109,98109,"16,018","$49,531.00"
LARCENY-THEFT,SLU/CASCADE,98109,98109,"16,018","$49,531.00"
LARCENY-THEFT,QUEEN ANNE,98109,98109,"16,018","$49,531.00"
LARCENY-THEFT,QUEEN ANNE,98109,98109,"16,018","$49,531.00"
FRAUD OFFENSES,QUEEN ANNE,98109,98109,"16,018","$49,531.00"
ASSAULT OFFENSES,QUEEN ANNE,98109,98109,"16,018","$49,531.00"
BURGLARY/BREAKING&ENTERING,SLU/CASCADE,98109,98109,"16,018","$49,531.00"
DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,QUEEN ANNE,98109,98109,"16,018","$49,531.00"
BURGLARY/BREAKING&ENTERING,QUEEN ANNE,98109,98109,"16,018","$49,531.00"
LARCENY-THEFT,QUEEN ANNE,98109,98109,"16,018","$49,531.00"
DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,SLU/CASCADE,98109,98109,"16,018","$49,531.00"
LARCENY-THEFT,SLU/CASCADE,98109,98109,"16,018","$49,531.00"
ASSAULT OFFENSES,SLU/CASCADE,98109,98109,"16,018","$49,531.00"
LARCENY-THEFT,QUEEN ANNE,98109,98109,"16,018","$49,531.00"
LARCENY-THEFT,SLU/CASCADE,98109,98109,"16,018","$49,531.00"
LARCENY-THEFT,QUEEN ANNE,98109,98109,"16,018","$49,531.00"
LARCENY-THEFT,SLU/CASCADE,98109,98109,"16,018","$49,531.00"
BURGLARY/BREAKING&ENTERING,SLU/CASCADE,98109,98109,"16,018","$49,531.00"
STOLEN PROPERTY OFFENSES,QUEEN ANNE,98109,98109,"16,018","$49,531.00"
DRIVING UNDER THE INFLUENCE,QUEEN ANNE,98109,98109,"16,018","$49,531.00"
ASSAULT OFFENSES,QUEEN ANNE,98109,98109,"16,018","$49,531.00"
BURGLARY/BREAKING&ENTERING,BELLTOWN,98109,98109,"16,018","$49,531.00"
BURGLARY/BREAKING&ENTERING,QUEEN ANNE,98109,98109,"16,018","$49,531.00"
DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,QUEEN ANNE,98109,98109,"16,018","$49,531.00"
BURGLARY/BREAKING&ENTERING,SLU/CASCADE,98109,98109,"16,018","$49,531.00"
DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,QUEEN ANNE,98109,98109,"16,018","$49,531.00"
LARCENY-THEFT,QUEEN ANNE,98109,98109,"16,018","$49,531.00"
DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,SLU/CASCADE,98109,98109,"16,018","$49,531.00"
BURGLARY/BREAKING&ENTERING,SLU/CASCADE,98109,98109,"16,018","$49,531.00"
LARCENY-THEFT,QUEEN ANNE,98109,98109,"16,018","$49,531.00"
DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,QUEEN ANNE,98109,98109,"16,018","$49,531.00"
ASSAULT OFFENSES,SLU/CASCADE,98109,98109,"16,018","$49,531.00"
ROBBERY,SLU/CASCADE,98109,98109,"16,018","$49,531.00"
ASSAULT OFFENSES,SLU/CASCADE,98109,98109,"16,018","$49,531.00"
ASSAULT OFFENSES,SLU/CASCADE,98109,98109,"16,018","$49,531.00"
DRIVING UNDER THE INFLUENCE,QUEEN ANNE,98109,98109,"16,018","$49,531.00"
DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,QUEEN ANNE,98109,98109,"16,018","$49,531.00"
BURGLARY/BREAKING&ENTERING,QUEEN ANNE,98109,98109,"16,018","$49,531.00"
LARCENY-THEFT,QUEEN ANNE,98109,98109,"16,018","$49,531.00"
DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,SLU/CASCADE,98109,98109,"16,018","$49,531.00"
LARCENY-THEFT,SLU/CASCADE,98109,98109,"16,018","$49,531.00"
MOTOR VEHICLE THEFT,QUEEN ANNE,98109,98109,"16,018","$49,531.00"
LARCENY-THEFT,QUEEN ANNE,98109,98109,"16,018","$49,531.00"
LARCENY-THEFT,QUEEN ANNE,98109,98109,"16,018","$49,531.00"
LARCENY-THEFT,SLU/CASCADE,98109,98109,"16,018","$49,531.00"
BURGLARY/BREAKING&ENTERING,QUEEN ANNE,98109,98109,"16,018","$49,531.00"
BURGLARY/BREAKING&ENTERING,SLU/CASCADE,98109,98109,"16,018","$49,531.00"
BURGLARY/BREAKING&ENTERING,SLU/CASCADE,98109,98109,"16,018","$49,531.00"
LARCENY-THEFT,FREMONT,98109,98109,"16,018","$49,531.00"
BURGLARY/BREAKING&ENTERING,QUEEN ANNE,98109,98109,"16,018","$49,531.00"
BURGLARY/BREAKING&ENTERING,SLU/CASCADE,98109,98109,"16,018","$49,531.00"
ASSAULT OFFENSES,QUEEN ANNE,98109,98109,"16,018","$49,531.00"
LARCENY-THEFT,SLU/CASCADE,98109,98109,"16,018","$49,531.00"
ROBBERY,SLU/CASCADE,98109,98109,"16,018","$49,531.00"
LARCENY-THEFT,QUEEN ANNE,98109,98109,"16,018","$49,531.00"
DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,QUEEN ANNE,98109,98109,"16,018","$49,531.00"
BURGLARY/BREAKING&ENTERING,QUEEN ANNE,98109,98109,"16,018","$49,531.00"
LARCENY-THEFT,QUEEN ANNE,98109,98109,"16,018","$49,531.00"
LARCENY-THEFT,QUEEN ANNE,98109,98109,"16,018","$49,531.00"
TRESPASS OF REAL PROPERTY,QUEEN ANNE,98109,98109,"16,018","$49,531.00"
DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,SLU/CASCADE,98109,98109,"16,018","$49,531.00"
BURGLARY/BREAKING&ENTERING,SLU/CASCADE,98109,98109,"16,018","$49,531.00"
ASSAULT OFFENSES,SLU/CASCADE,98109,98109,"16,018","$49,531.00"
ASSAULT OFFENSES,QUEEN ANNE,98109,98109,"16,018","$49,531.00"
ASSAULT OFFENSES,QUEEN ANNE,98109,98109,"16,018","$49,531.00"
MOTOR VEHICLE THEFT,QUEEN ANNE,98109,98109,"16,018","$49,531.00"
LARCENY-THEFT,QUEEN ANNE,98109,98109,"16,018","$49,531.00"
LARCENY-THEFT,QUEEN ANNE,98109,98109,"16,018","$49,531.00"
BURGLARY/BREAKING&ENTERING,SLU/CASCADE,98109,98109,"16,018","$49,531.00"
BURGLARY/BREAKING&ENTERING,SLU/CASCADE,98109,98109,"16,018","$49,531.00"
DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,QUEEN ANNE,98109,98109,"16,018","$49,531.00"
BURGLARY/BREAKING&ENTERING,QUEEN ANNE,98109,98109,"16,018","$49,531.00"
MOTOR VEHICLE THEFT,QUEEN ANNE,98109,98109,"16,018","$49,531.00"
DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,QUEEN ANNE,98109,98109,"16,018","$49,531.00"
LARCENY-THEFT,QUEEN ANNE,98109,98109,"16,018","$49,531.00"
ASSAULT OFFENSES,SLU/CASCADE,98109,98109,"16,018","$49,531.00"
ASSAULT OFFENSES,SLU/CASCADE,98109,98109,"16,018","$49,531.00"
LARCENY-THEFT,SLU/CASCADE,98109,98109,"16,018","$49,531.00"
MOTOR VEHICLE THEFT,QUEEN ANNE,98109,98109,"16,018","$49,531.00"
LARCENY-THEFT,QUEEN ANNE,98109,98109,"16,018","$49,531.00"
ASSAULT OFFENSES,QUEEN ANNE,98109,98109,"16,018","$49,531.00"
LARCENY-THEFT,QUEEN ANNE,98109,98109,"16,018","$49,531.00"
LARCENY-THEFT,SLU/CASCADE,98109,98109,"16,018","$49,531.00"
LARCENY-THEFT,QUEEN ANNE,98109,98109,"16,018","$49,531.00"
FRAUD OFFENSES,QUEEN ANNE,98109,98109,"16,018","$49,531.00"
DRIVING UNDER THE INFLUENCE,QUEEN ANNE,98109,98109,"16,018","$49,531.00"
ROBBERY,QUEEN ANNE,98109,98109,"16,018","$49,531.00"
DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,SLU/CASCADE,98109,98109,"16,018","$49,531.00"
LARCENY-THEFT,QUEEN ANNE,98109,98109,"16,018","$49,531.00"
MOTOR VEHICLE THEFT,QUEEN ANNE,98109,98109,"16,018","$49,531.00"
LARCENY-THEFT,SLU/CASCADE,98109,98109,"16,018","$49,531.00"
LARCENY-THEFT,QUEEN ANNE,98109,98109,"16,018","$49,531.00"
BURGLARY/BREAKING&ENTERING,SLU/CASCADE,98109,98109,"16,018","$49,531.00"
ASSAULT OFFENSES,QUEEN ANNE,98109,98109,"16,018","$49,531.00"
LARCENY-THEFT,SLU/CASCADE,98109,98109,"16,018","$49,531.00"
STOLEN PROPERTY OFFENSES,SLU/CASCADE,98109,98109,"16,018","$49,531.00"
DRUG/NARCOTIC OFFENSES,SLU/CASCADE,98109,98109,"16,018","$49,531.00"
WEAPON LAW VIOLATIONS,SLU/CASCADE,98109,98109,"16,018","$49,531.00"
LARCENY-THEFT,QUEEN ANNE,98109,98109,"16,018","$49,531.00"
LARCENY-THEFT,QUEEN ANNE,98109,98109,"16,018","$49,531.00"
BURGLARY/BREAKING&ENTERING,SLU/CASCADE,98109,98109,"16,018","$49,531.00"
BURGLARY/BREAKING&ENTERING,SLU/CASCADE,98109,98109,"16,018","$49,531.00"
ASSAULT OFFENSES,QUEEN ANNE,98109,98109,"16,018","$49,531.00"
ASSAULT OFFENSES,QUEEN ANNE,98109,98109,"16,018","$49,531.00"
TRESPASS OF REAL PROPERTY,QUEEN ANNE,98109,98109,"16,018","$49,531.00"
LARCENY-THEFT,SLU/CASCADE,98109,98109,"16,018","$49,531.00"
LARCENY-THEFT,QUEEN ANNE,98109,98109,"16,018","$49,531.00"
LARCENY-THEFT,QUEEN ANNE,98109,98109,"16,018","$49,531.00"
LARCENY-THEFT,SLU/CASCADE,98109,98109,"16,018","$49,531.00"
BURGLARY/BREAKING&ENTERING,QUEEN ANNE,98109,98109,"16,018","$49,531.00"
LARCENY-THEFT,SLU/CASCADE,98109,98109,"16,018","$49,531.00"
BURGLARY/BREAKING&ENTERING,SLU/CASCADE,98109,98109,"16,018","$49,531.00"
TRESPASS OF REAL PROPERTY,QUEEN ANNE,98109,98109,"16,018","$49,531.00"
LARCENY-THEFT,QUEEN ANNE,98109,98109,"16,018","$49,531.00"
BURGLARY/BREAKING&ENTERING,SLU/CASCADE,98109,98109,"16,018","$49,531.00"
LARCENY-THEFT,SLU/CASCADE,98109,98109,"16,018","$49,531.00"
LARCENY-THEFT,QUEEN ANNE,98109,98109,"16,018","$49,531.00"
LARCENY-THEFT,QUEEN ANNE,98109,98109,"16,018","$49,531.00"
DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,QUEEN ANNE,98109,98109,"16,018","$49,531.00"
LARCENY-THEFT,QUEEN ANNE,98109,98109,"16,018","$49,531.00"
BURGLARY/BREAKING&ENTERING,QUEEN ANNE,98109,98109,"16,018","$49,531.00"
BURGLARY/BREAKING&ENTERING,SLU/CASCADE,98109,98109,"16,018","$49,531.00"
BURGLARY/BREAKING&ENTERING,SLU/CASCADE,98109,98109,"16,018","$49,531.00"
BURGLARY/BREAKING&ENTERING,SLU/CASCADE,98109,98109,"16,018","$49,531.00"
BURGLARY/BREAKING&ENTERING,QUEEN ANNE,98109,98109,"16,018","$49,531.00"
DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,QUEEN ANNE,98109,98109,"16,018","$49,531.00"
BURGLARY/BREAKING&ENTERING,QUEEN ANNE,98109,98109,"16,018","$49,531.00"
LARCENY-THEFT,QUEEN ANNE,98109,98109,"16,018","$49,531.00"
LARCENY-THEFT,QUEEN ANNE,98109,98109,"16,018","$49,531.00"
LARCENY-THEFT,QUEEN ANNE,98109,98109,"16,018","$49,531.00"
LARCENY-THEFT,SLU/CASCADE,98109,98109,"16,018","$49,531.00"
ASSAULT OFFENSES,FREMONT,98109,98109,"16,018","$49,531.00"
DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,QUEEN ANNE,98109,98109,"16,018","$49,531.00"
ASSAULT OFFENSES,SLU/CASCADE,98109,98109,"16,018","$49,531.00"
BURGLARY/BREAKING&ENTERING,QUEEN ANNE,98109,98109,"16,018","$49,531.00"
BURGLARY/BREAKING&ENTERING,QUEEN ANNE,98109,98109,"16,018","$49,531.00"
FRAUD OFFENSES,QUEEN ANNE,98109,98109,"16,018","$49,531.00"
LARCENY-THEFT,QUEEN ANNE,98109,98109,"16,018","$49,531.00"
FRAUD OFFENSES,QUEEN ANNE,98109,98109,"16,018","$49,531.00"
LARCENY-THEFT,QUEEN ANNE,98109,98109,"16,018","$49,531.00"
MOTOR VEHICLE THEFT,QUEEN ANNE,98109,98109,"16,018","$49,531.00"
DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,QUEEN ANNE,98109,98109,"16,018","$49,531.00"
BURGLARY/BREAKING&ENTERING,QUEEN ANNE,98109,98109,"16,018","$49,531.00"
BURGLARY/BREAKING&ENTERING,QUEEN ANNE,98109,98109,"16,018","$49,531.00"
BURGLARY/BREAKING&ENTERING,QUEEN ANNE,98109,98109,"16,018","$49,531.00"
LARCENY-THEFT,SLU/CASCADE,98109,98109,"16,018","$49,531.00"
ASSAULT OFFENSES,FREMONT,98109,98109,"16,018","$49,531.00"
ASSAULT OFFENSES,FREMONT,98109,98109,"16,018","$49,531.00"
ASSAULT OFFENSES,QUEEN ANNE,98109,98109,"16,018","$49,531.00"
MOTOR VEHICLE THEFT,QUEEN ANNE,98109,98109,"16,018","$49,531.00"
COUNTERFEITING/FORGERY,QUEEN ANNE,98109,98109,"16,018","$49,531.00"
LARCENY-THEFT,QUEEN ANNE,98109,98109,"16,018","$49,531.00"
LARCENY-THEFT,QUEEN ANNE,98109,98109,"16,018","$49,531.00"
LARCENY-THEFT,SLU/CASCADE,98109,98109,"16,018","$49,531.00"
LARCENY-THEFT,QUEEN ANNE,98109,98109,"16,018","$49,531.00"
LARCENY-THEFT,QUEEN ANNE,98109,98109,"16,018","$49,531.00"
BURGLARY/BREAKING&ENTERING,QUEEN ANNE,98109,98109,"16,018","$49,531.00"
BURGLARY/BREAKING&ENTERING,QUEEN ANNE,98109,98109,"16,018","$49,531.00"
BURGLARY/BREAKING&ENTERING,QUEEN ANNE,98109,98109,"16,018","$49,531.00"
LARCENY-THEFT,FREMONT,98109,98109,"16,018","$49,531.00"
LARCENY-THEFT,QUEEN ANNE,98109,98109,"16,018","$49,531.00"
LARCENY-THEFT,QUEEN ANNE,98109,98109,"16,018","$49,531.00"
LARCENY-THEFT,QUEEN ANNE,98109,98109,"16,018","$49,531.00"
DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,SLU/CASCADE,98109,98109,"16,018","$49,531.00"
ASSAULT OFFENSES,SLU/CASCADE,98109,98109,"16,018","$49,531.00"
LARCENY-THEFT,QUEEN ANNE,98109,98109,"16,018","$49,531.00"
LARCENY-THEFT,SLU/CASCADE,98109,98109,"16,018","$49,531.00"
DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,SLU/CASCADE,98109,98109,"16,018","$49,531.00"
DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,SLU/CASCADE,98109,98109,"16,018","$49,531.00"
MOTOR VEHICLE THEFT,QUEEN ANNE,98109,98109,"16,018","$49,531.00"
DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,BELLTOWN,98109,98109,"16,018","$49,531.00"
FRAUD OFFENSES,QUEEN ANNE,98109,98109,"16,018","$49,531.00"
FRAUD OFFENSES,SLU/CASCADE,98109,98109,"16,018","$49,531.00"
LARCENY-THEFT,SLU/CASCADE,98109,98109,"16,018","$49,531.00"
BURGLARY/BREAKING&ENTERING,SLU/CASCADE,98109,98109,"16,018","$49,531.00"
LARCENY-THEFT,QUEEN ANNE,98109,98109,"16,018","$49,531.00"
LARCENY-THEFT,QUEEN ANNE,98109,98109,"16,018","$49,531.00"
LARCENY-THEFT,QUEEN ANNE,98109,98109,"16,018","$49,531.00"
BURGLARY/BREAKING&ENTERING,SLU/CASCADE,98109,98109,"16,018","$49,531.00"
BURGLARY/BREAKING&ENTERING,QUEEN ANNE,98109,98109,"16,018","$49,531.00"
LARCENY-THEFT,QUEEN ANNE,98109,98109,"16,018","$49,531.00"
ASSAULT OFFENSES,QUEEN ANNE,98109,98109,"16,018","$49,531.00"
LARCENY-THEFT,SLU/CASCADE,98109,98109,"16,018","$49,531.00"
LARCENY-THEFT,QUEEN ANNE,98109,98109,"16,018","$49,531.00"
LARCENY-THEFT,QUEEN ANNE,98109,98109,"16,018","$49,531.00"
LARCENY-THEFT,SLU/CASCADE,98109,98109,"16,018","$49,531.00"
LARCENY-THEFT,QUEEN ANNE,98109,98109,"16,018","$49,531.00"
LARCENY-THEFT,QUEEN ANNE,98109,98109,"16,018","$49,531.00"
LARCENY-THEFT,QUEEN ANNE,98109,98109,"16,018","$49,531.00"
DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,QUEEN ANNE,98109,98109,"16,018","$49,531.00"
DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,QUEEN ANNE,98109,98109,"16,018","$49,531.00"
TRESPASS OF REAL PROPERTY,QUEEN ANNE,98109,98109,"16,018","$49,531.00"
FRAUD OFFENSES,QUEEN ANNE,98109,98109,"16,018","$49,531.00"
DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,QUEEN ANNE,98109,98109,"16,018","$49,531.00"
BURGLARY/BREAKING&ENTERING,SLU/CASCADE,98109,98109,"16,018","$49,531.00"
MOTOR VEHICLE THEFT,QUEEN ANNE,98109,98109,"16,018","$49,531.00"
LARCENY-THEFT,QUEEN ANNE,98109,98109,"16,018","$49,531.00"
LARCENY-THEFT,QUEEN ANNE,98109,98109,"16,018","$49,531.00"
LARCENY-THEFT,QUEEN ANNE,98109,98109,"16,018","$49,531.00"
MOTOR VEHICLE THEFT,QUEEN ANNE,98109,98109,"16,018","$49,531.00"
LARCENY-THEFT,SLU/CASCADE,98109,98109,"16,018","$49,531.00"
LARCENY-THEFT,SLU/CASCADE,98109,98109,"16,018","$49,531.00"
DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,SLU/CASCADE,98109,98109,"16,018","$49,531.00"
ASSAULT OFFENSES,QUEEN ANNE,98109,98109,"16,018","$49,531.00"
DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,QUEEN ANNE,98109,98109,"16,018","$49,531.00"
BURGLARY/BREAKING&ENTERING,SLU/CASCADE,98109,98109,"16,018","$49,531.00"
ASSAULT OFFENSES,SLU/CASCADE,98109,98109,"16,018","$49,531.00"
BURGLARY/BREAKING&ENTERING,QUEEN ANNE,98109,98109,"16,018","$49,531.00"
BURGLARY/BREAKING&ENTERING,QUEEN ANNE,98109,98109,"16,018","$49,531.00"
BURGLARY/BREAKING&ENTERING,QUEEN ANNE,98109,98109,"16,018","$49,531.00"
MOTOR VEHICLE THEFT,SLU/CASCADE,98109,98109,"16,018","$49,531.00"
BURGLARY/BREAKING&ENTERING,QUEEN ANNE,98109,98109,"16,018","$49,531.00"
BURGLARY/BREAKING&ENTERING,QUEEN ANNE,98109,98109,"16,018","$49,531.00"
LARCENY-THEFT,QUEEN ANNE,98109,98109,"16,018","$49,531.00"
BURGLARY/BREAKING&ENTERING,QUEEN ANNE,98109,98109,"16,018","$49,531.00"
MOTOR VEHICLE THEFT,SLU/CASCADE,98109,98109,"16,018","$49,531.00"
ASSAULT OFFENSES,QUEEN ANNE,98109,98109,"16,018","$49,531.00"
ASSAULT OFFENSES,QUEEN ANNE,98109,98109,"16,018","$49,531.00"
LARCENY-THEFT,QUEEN ANNE,98109,98109,"16,018","$49,531.00"
MOTOR VEHICLE THEFT,SLU/CASCADE,98109,98109,"16,018","$49,531.00"
MOTOR VEHICLE THEFT,QUEEN ANNE,98109,98109,"16,018","$49,531.00"
LARCENY-THEFT,QUEEN ANNE,98109,98109,"16,018","$49,531.00"
ASSAULT OFFENSES,SLU/CASCADE,98109,98109,"16,018","$49,531.00"
LARCENY-THEFT,QUEEN ANNE,98109,98109,"16,018","$49,531.00"
ASSAULT OFFENSES,SLU/CASCADE,98109,98109,"16,018","$49,531.00"
LARCENY-THEFT,SLU/CASCADE,98109,98109,"16,018","$49,531.00"
BURGLARY/BREAKING&ENTERING,SLU/CASCADE,98109,98109,"16,018","$49,531.00"
LARCENY-THEFT,SLU/CASCADE,98109,98109,"16,018","$49,531.00"
DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,SLU/CASCADE,98109,98109,"16,018","$49,531.00"
ASSAULT OFFENSES,SLU/CASCADE,98109,98109,"16,018","$49,531.00"
DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,SLU/CASCADE,98109,98109,"16,018","$49,531.00"
LARCENY-THEFT,SLU/CASCADE,98109,98109,"16,018","$49,531.00"
FRAUD OFFENSES,QUEEN ANNE,98109,98109,"16,018","$49,531.00"
LARCENY-THEFT,QUEEN ANNE,98109,98109,"16,018","$49,531.00"
BURGLARY/BREAKING&ENTERING,SLU/CASCADE,98109,98109,"16,018","$49,531.00"
FRAUD OFFENSES,SLU/CASCADE,98109,98109,"16,018","$49,531.00"
LARCENY-THEFT,QUEEN ANNE,98109,98109,"16,018","$49,531.00"
LARCENY-THEFT,QUEEN ANNE,98109,98109,"16,018","$49,531.00"
BURGLARY/BREAKING&ENTERING,QUEEN ANNE,98109,98109,"16,018","$49,531.00"
BURGLARY/BREAKING&ENTERING,SLU/CASCADE,98109,98109,"16,018","$49,531.00"
BURGLARY/BREAKING&ENTERING,SLU/CASCADE,98109,98109,"16,018","$49,531.00"
LARCENY-THEFT,SLU/CASCADE,98109,98109,"16,018","$49,531.00"
BURGLARY/BREAKING&ENTERING,QUEEN ANNE,98109,98109,"16,018","$49,531.00"
DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,QUEEN ANNE,98109,98109,"16,018","$49,531.00"
LARCENY-THEFT,SLU/CASCADE,98109,98109,"16,018","$49,531.00"
LARCENY-THEFT,SLU/CASCADE,98109,98109,"16,018","$49,531.00"
LARCENY-THEFT,QUEEN ANNE,98109,98109,"16,018","$49,531.00"
LARCENY-THEFT,SLU/CASCADE,98109,98109,"16,018","$49,531.00"
ASSAULT OFFENSES,QUEEN ANNE,98109,98109,"16,018","$49,531.00"
LARCENY-THEFT,QUEEN ANNE,98109,98109,"16,018","$49,531.00"
LARCENY-THEFT,SLU/CASCADE,98109,98109,"16,018","$49,531.00"
LARCENY-THEFT,QUEEN ANNE,98109,98109,"16,018","$49,531.00"
LARCENY-THEFT,QUEEN ANNE,98109,98109,"16,018","$49,531.00"
DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,SLU/CASCADE,98109,98109,"16,018","$49,531.00"
LARCENY-THEFT,QUEEN ANNE,98109,98109,"16,018","$49,531.00"
LARCENY-THEFT,QUEEN ANNE,98109,98109,"16,018","$49,531.00"
DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,SLU/CASCADE,98109,98109,"16,018","$49,531.00"
