Offense Parent Group,MCPP,Zipcode,Zip Code,Population,Avg. Income/H/hold
BURGLARY/BREAKING&ENTERING,CHINATOWN/INTERNATIONAL DISTRICT,98104,98104,"13,095","$16,205.00"
DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,CHINATOWN/INTERNATIONAL DISTRICT,98104,98104,"13,095","$16,205.00"
LARCENY-THEFT,CHINATOWN/INTERNATIONAL DISTRICT,98104,98104,"13,095","$16,205.00"
BURGLARY/BREAKING&ENTERING,CHINATOWN/INTERNATIONAL DISTRICT,98104,98104,"13,095","$16,205.00"
LARCENY-THEFT,FIRST HILL,98104,98104,"13,095","$16,205.00"
BURGLARY/BREAKING&ENTERING,CHINATOWN/INTERNATIONAL DISTRICT,98104,98104,"13,095","$16,205.00"
MOTOR VEHICLE THEFT,UNKNOWN,98104,98104,"13,095","$16,205.00"
BURGLARY/BREAKING&ENTERING,CHINATOWN/INTERNATIONAL DISTRICT,98104,98104,"13,095","$16,205.00"
LARCENY-THEFT,FIRST HILL,98104,98104,"13,095","$16,205.00"
LARCENY-THEFT,CHINATOWN/INTERNATIONAL DISTRICT,98104,98104,"13,095","$16,205.00"
LARCENY-THEFT,PIONEER SQUARE,98104,98104,"13,095","$16,205.00"
ROBBERY,DOWNTOWN COMMERCIAL,98104,98104,"13,095","$16,205.00"
ASSAULT OFFENSES,FIRST HILL,98104,98104,"13,095","$16,205.00"
BURGLARY/BREAKING&ENTERING,CHINATOWN/INTERNATIONAL DISTRICT,98104,98104,"13,095","$16,205.00"
WEAPON LAW VIOLATIONS,PIONEER SQUARE,98104,98104,"13,095","$16,205.00"
DRUG/NARCOTIC OFFENSES,PIONEER SQUARE,98104,98104,"13,095","$16,205.00"
ROBBERY,DOWNTOWN COMMERCIAL,98104,98104,"13,095","$16,205.00"
DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,DOWNTOWN COMMERCIAL,98104,98104,"13,095","$16,205.00"
DRUG/NARCOTIC OFFENSES,CHINATOWN/INTERNATIONAL DISTRICT,98104,98104,"13,095","$16,205.00"
DRUG/NARCOTIC OFFENSES,CHINATOWN/INTERNATIONAL DISTRICT,98104,98104,"13,095","$16,205.00"
MOTOR VEHICLE THEFT,CHINATOWN/INTERNATIONAL DISTRICT,98104,98104,"13,095","$16,205.00"
MOTOR VEHICLE THEFT,FIRST HILL,98104,98104,"13,095","$16,205.00"
ROBBERY,DOWNTOWN COMMERCIAL,98104,98104,"13,095","$16,205.00"
ROBBERY,FIRST HILL,98104,98104,"13,095","$16,205.00"
ASSAULT OFFENSES,CHINATOWN/INTERNATIONAL DISTRICT,98104,98104,"13,095","$16,205.00"
ASSAULT OFFENSES,FIRST HILL,98104,98104,"13,095","$16,205.00"
LARCENY-THEFT,DOWNTOWN COMMERCIAL,98104,98104,"13,095","$16,205.00"
ASSAULT OFFENSES,CHINATOWN/INTERNATIONAL DISTRICT,98104,98104,"13,095","$16,205.00"
LARCENY-THEFT,CHINATOWN/INTERNATIONAL DISTRICT,98104,98104,"13,095","$16,205.00"
LARCENY-THEFT,CHINATOWN/INTERNATIONAL DISTRICT,98104,98104,"13,095","$16,205.00"
BURGLARY/BREAKING&ENTERING,PIONEER SQUARE,98104,98104,"13,095","$16,205.00"
LARCENY-THEFT,PIONEER SQUARE,98104,98104,"13,095","$16,205.00"
ASSAULT OFFENSES,PIONEER SQUARE,98104,98104,"13,095","$16,205.00"
DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,PIONEER SQUARE,98104,98104,"13,095","$16,205.00"
MOTOR VEHICLE THEFT,CHINATOWN/INTERNATIONAL DISTRICT,98104,98104,"13,095","$16,205.00"
ASSAULT OFFENSES,DOWNTOWN COMMERCIAL,98104,98104,"13,095","$16,205.00"
LARCENY-THEFT,CHINATOWN/INTERNATIONAL DISTRICT,98104,98104,"13,095","$16,205.00"
LARCENY-THEFT,CHINATOWN/INTERNATIONAL DISTRICT,98104,98104,"13,095","$16,205.00"
LARCENY-THEFT,CHINATOWN/INTERNATIONAL DISTRICT,98104,98104,"13,095","$16,205.00"
ASSAULT OFFENSES,CHINATOWN/INTERNATIONAL DISTRICT,98104,98104,"13,095","$16,205.00"
LARCENY-THEFT,DOWNTOWN COMMERCIAL,98104,98104,"13,095","$16,205.00"
LARCENY-THEFT,FIRST HILL,98104,98104,"13,095","$16,205.00"
MOTOR VEHICLE THEFT,FIRST HILL,98104,98104,"13,095","$16,205.00"
LARCENY-THEFT,PIONEER SQUARE,98104,98104,"13,095","$16,205.00"
DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,CHINATOWN/INTERNATIONAL DISTRICT,98104,98104,"13,095","$16,205.00"
LARCENY-THEFT,CHINATOWN/INTERNATIONAL DISTRICT,98104,98104,"13,095","$16,205.00"
FRAUD OFFENSES,FIRST HILL,98104,98104,"13,095","$16,205.00"
ASSAULT OFFENSES,FIRST HILL,98104,98104,"13,095","$16,205.00"
DRUG/NARCOTIC OFFENSES,PIONEER SQUARE,98104,98104,"13,095","$16,205.00"
STOLEN PROPERTY OFFENSES,PIONEER SQUARE,98104,98104,"13,095","$16,205.00"
WEAPON LAW VIOLATIONS,PIONEER SQUARE,98104,98104,"13,095","$16,205.00"
DRUG/NARCOTIC OFFENSES,PIONEER SQUARE,98104,98104,"13,095","$16,205.00"
DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,FIRST HILL,98104,98104,"13,095","$16,205.00"
BURGLARY/BREAKING&ENTERING,FIRST HILL,98104,98104,"13,095","$16,205.00"
EMBEZZLEMENT,DOWNTOWN COMMERCIAL,98104,98104,"13,095","$16,205.00"
ASSAULT OFFENSES,PIONEER SQUARE,98104,98104,"13,095","$16,205.00"
ROBBERY,MID BEACON HILL,98118,98118,"40,791","$44,697.00"
LARCENY-THEFT,CLAREMONT/RAINIER VISTA,98118,98118,"40,791","$44,697.00"
STOLEN PROPERTY OFFENSES,SOUTH BEACON HILL,98118,98118,"40,791","$44,697.00"
MOTOR VEHICLE THEFT,RAINIER VIEW,98118,98118,"40,791","$44,697.00"
LARCENY-THEFT,LAKEWOOD/SEWARD PARK,98118,98118,"40,791","$44,697.00"
BURGLARY/BREAKING&ENTERING,RAINIER BEACH,98118,98118,"40,791","$44,697.00"
TRESPASS OF REAL PROPERTY,CLAREMONT/RAINIER VISTA,98118,98118,"40,791","$44,697.00"
LARCENY-THEFT,MOUNT BAKER,98118,98118,"40,791","$44,697.00"
LARCENY-THEFT,NEW HOLLY,98118,98118,"40,791","$44,697.00"
LARCENY-THEFT,SOUTH BEACON HILL,98118,98118,"40,791","$44,697.00"
ASSAULT OFFENSES,BRIGHTON/DUNLAP,98118,98118,"40,791","$44,697.00"
LARCENY-THEFT,LAKEWOOD/SEWARD PARK,98118,98118,"40,791","$44,697.00"
ASSAULT OFFENSES,HILLMAN CITY,98118,98118,"40,791","$44,697.00"
LARCENY-THEFT,NEW HOLLY,98118,98118,"40,791","$44,697.00"
ASSAULT OFFENSES,RAINIER VIEW,98118,98118,"40,791","$44,697.00"
LARCENY-THEFT,GENESEE,98118,98118,"40,791","$44,697.00"
LARCENY-THEFT,CLAREMONT/RAINIER VISTA,98118,98118,"40,791","$44,697.00"
LIQUOR LAW VIOLATIONS,GENESEE,98118,98118,"40,791","$44,697.00"
BURGLARY/BREAKING&ENTERING,COLUMBIA CITY,98118,98118,"40,791","$44,697.00"
LARCENY-THEFT,MOUNT BAKER,98118,98118,"40,791","$44,697.00"
DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,HILLMAN CITY,98118,98118,"40,791","$44,697.00"
LARCENY-THEFT,HILLMAN CITY,98118,98118,"40,791","$44,697.00"
DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,RAINIER VIEW,98118,98118,"40,791","$44,697.00"
ASSAULT OFFENSES,RAINIER BEACH,98118,98118,"40,791","$44,697.00"
BURGLARY/BREAKING&ENTERING,NEW HOLLY,98118,98118,"40,791","$44,697.00"
DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,HILLMAN CITY,98118,98118,"40,791","$44,697.00"
LARCENY-THEFT,MOUNT BAKER,98118,98118,"40,791","$44,697.00"
ASSAULT OFFENSES,MOUNT BAKER,98118,98118,"40,791","$44,697.00"
ANIMAL CRUELTY,BRIGHTON/DUNLAP,98118,98118,"40,791","$44,697.00"
LARCENY-THEFT,HILLMAN CITY,98118,98118,"40,791","$44,697.00"
LARCENY-THEFT,HILLMAN CITY,98118,98118,"40,791","$44,697.00"
MOTOR VEHICLE THEFT,BRIGHTON/DUNLAP,98118,98118,"40,791","$44,697.00"
MOTOR VEHICLE THEFT,LAKEWOOD/SEWARD PARK,98118,98118,"40,791","$44,697.00"
FRAUD OFFENSES,BRIGHTON/DUNLAP,98118,98118,"40,791","$44,697.00"
BURGLARY/BREAKING&ENTERING,MOUNT BAKER,98118,98118,"40,791","$44,697.00"
MOTOR VEHICLE THEFT,MOUNT BAKER,98118,98118,"40,791","$44,697.00"
LARCENY-THEFT,BRIGHTON/DUNLAP,98118,98118,"40,791","$44,697.00"
DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,HILLMAN CITY,98118,98118,"40,791","$44,697.00"
FRAUD OFFENSES,COLUMBIA CITY,98118,98118,"40,791","$44,697.00"
DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,BRIGHTON/DUNLAP,98118,98118,"40,791","$44,697.00"
LARCENY-THEFT,NEW HOLLY,98118,98118,"40,791","$44,697.00"
DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,RAINIER VIEW,98118,98118,"40,791","$44,697.00"
LARCENY-THEFT,HILLMAN CITY,98118,98118,"40,791","$44,697.00"
ROBBERY,RAINIER BEACH,98118,98118,"40,791","$44,697.00"
MOTOR VEHICLE THEFT,NEW HOLLY,98118,98118,"40,791","$44,697.00"
LARCENY-THEFT,LAKEWOOD/SEWARD PARK,98118,98118,"40,791","$44,697.00"
LARCENY-THEFT,RAINIER BEACH,98118,98118,"40,791","$44,697.00"
LARCENY-THEFT,NEW HOLLY,98118,98118,"40,791","$44,697.00"
DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,RAINIER VIEW,98118,98118,"40,791","$44,697.00"
LARCENY-THEFT,BRIGHTON/DUNLAP,98118,98118,"40,791","$44,697.00"
LARCENY-THEFT,LAKEWOOD/SEWARD PARK,98118,98118,"40,791","$44,697.00"
LARCENY-THEFT,LAKEWOOD/SEWARD PARK,98118,98118,"40,791","$44,697.00"
LARCENY-THEFT,RAINIER VIEW,98118,98118,"40,791","$44,697.00"
ASSAULT OFFENSES,RAINIER BEACH,98118,98118,"40,791","$44,697.00"
DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,BRIGHTON/DUNLAP,98118,98118,"40,791","$44,697.00"
MOTOR VEHICLE THEFT,MID BEACON HILL,98118,98118,"40,791","$44,697.00"
MOTOR VEHICLE THEFT,BRIGHTON/DUNLAP,98118,98118,"40,791","$44,697.00"
LARCENY-THEFT,BRIGHTON/DUNLAP,98118,98118,"40,791","$44,697.00"
BURGLARY/BREAKING&ENTERING,BRIGHTON/DUNLAP,98118,98118,"40,791","$44,697.00"
LARCENY-THEFT,LAKEWOOD/SEWARD PARK,98118,98118,"40,791","$44,697.00"
DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,BRIGHTON/DUNLAP,98118,98118,"40,791","$44,697.00"
LARCENY-THEFT,BRIGHTON/DUNLAP,98118,98118,"40,791","$44,697.00"
LARCENY-THEFT,LAKEWOOD/SEWARD PARK,98118,98118,"40,791","$44,697.00"
MOTOR VEHICLE THEFT,HILLMAN CITY,98118,98118,"40,791","$44,697.00"
LARCENY-THEFT,HILLMAN CITY,98118,98118,"40,791","$44,697.00"
MOTOR VEHICLE THEFT,BRIGHTON/DUNLAP,98118,98118,"40,791","$44,697.00"
LARCENY-THEFT,BRIGHTON/DUNLAP,98118,98118,"40,791","$44,697.00"
ROBBERY,MID BEACON HILL,98118,98118,"40,791","$44,697.00"
ROBBERY,NEW HOLLY,98118,98118,"40,791","$44,697.00"
BURGLARY/BREAKING&ENTERING,COLUMBIA CITY,98118,98118,"40,791","$44,697.00"
LARCENY-THEFT,RAINIER VIEW,98118,98118,"40,791","$44,697.00"
DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,RAINIER BEACH,98118,98118,"40,791","$44,697.00"
LARCENY-THEFT,MOUNT BAKER,98118,98118,"40,791","$44,697.00"
LARCENY-THEFT,RAINIER VIEW,98118,98118,"40,791","$44,697.00"
LARCENY-THEFT,RAINIER VIEW,98118,98118,"40,791","$44,697.00"
LARCENY-THEFT,LAKEWOOD/SEWARD PARK,98118,98118,"40,791","$44,697.00"
FRAUD OFFENSES,SOUTH BEACON HILL,98118,98118,"40,791","$44,697.00"
LARCENY-THEFT,BRIGHTON/DUNLAP,98118,98118,"40,791","$44,697.00"
LARCENY-THEFT,COLUMBIA CITY,98118,98118,"40,791","$44,697.00"
MOTOR VEHICLE THEFT,COLUMBIA CITY,98118,98118,"40,791","$44,697.00"
BURGLARY/BREAKING&ENTERING,LAKEWOOD/SEWARD PARK,98118,98118,"40,791","$44,697.00"
DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,GENESEE,98118,98118,"40,791","$44,697.00"
DRIVING UNDER THE INFLUENCE,RAINIER BEACH,98118,98118,"40,791","$44,697.00"
LARCENY-THEFT,NEW HOLLY,98118,98118,"40,791","$44,697.00"
LARCENY-THEFT,COLUMBIA CITY,98118,98118,"40,791","$44,697.00"
LARCENY-THEFT,BRIGHTON/DUNLAP,98118,98118,"40,791","$44,697.00"
DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,CLAREMONT/RAINIER VISTA,98118,98118,"40,791","$44,697.00"
ASSAULT OFFENSES,NEW HOLLY,98118,98118,"40,791","$44,697.00"
ASSAULT OFFENSES,RAINIER BEACH,98118,98118,"40,791","$44,697.00"
LARCENY-THEFT,CLAREMONT/RAINIER VISTA,98118,98118,"40,791","$44,697.00"
LARCENY-THEFT,RAINIER BEACH,98118,98118,"40,791","$44,697.00"
LARCENY-THEFT,NEW HOLLY,98118,98118,"40,791","$44,697.00"
WEAPON LAW VIOLATIONS,RAINIER BEACH,98118,98118,"40,791","$44,697.00"
FRAUD OFFENSES,LAKEWOOD/SEWARD PARK,98118,98118,"40,791","$44,697.00"
LARCENY-THEFT,HILLMAN CITY,98118,98118,"40,791","$44,697.00"
FRAUD OFFENSES,GENESEE,98118,98118,"40,791","$44,697.00"
LARCENY-THEFT,MOUNT BAKER,98118,98118,"40,791","$44,697.00"
ROBBERY,GENESEE,98118,98118,"40,791","$44,697.00"
PORNOGRAPHY/OBSCENE MATERIAL,COLUMBIA CITY,98118,98118,"40,791","$44,697.00"
ASSAULT OFFENSES,COLUMBIA CITY,98118,98118,"40,791","$44,697.00"
LARCENY-THEFT,MOUNT BAKER,98118,98118,"40,791","$44,697.00"
LARCENY-THEFT,SOUTH BEACON HILL,98118,98118,"40,791","$44,697.00"
LARCENY-THEFT,RAINIER BEACH,98118,98118,"40,791","$44,697.00"
ASSAULT OFFENSES,BRIGHTON/DUNLAP,98118,98118,"40,791","$44,697.00"
DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,MOUNT BAKER,98118,98118,"40,791","$44,697.00"
ASSAULT OFFENSES,RAINIER BEACH,98118,98118,"40,791","$44,697.00"
DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,BRIGHTON/DUNLAP,98118,98118,"40,791","$44,697.00"
DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,NEW HOLLY,98118,98118,"40,791","$44,697.00"
LARCENY-THEFT,NEW HOLLY,98118,98118,"40,791","$44,697.00"
MOTOR VEHICLE THEFT,BRIGHTON/DUNLAP,98118,98118,"40,791","$44,697.00"
DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,RAINIER BEACH,98118,98118,"40,791","$44,697.00"
BURGLARY/BREAKING&ENTERING,BRIGHTON/DUNLAP,98118,98118,"40,791","$44,697.00"
BURGLARY/BREAKING&ENTERING,LAKEWOOD/SEWARD PARK,98118,98118,"40,791","$44,697.00"
LARCENY-THEFT,MID BEACON HILL,98118,98118,"40,791","$44,697.00"
LARCENY-THEFT,LAKEWOOD/SEWARD PARK,98118,98118,"40,791","$44,697.00"
MOTOR VEHICLE THEFT,RAINIER BEACH,98118,98118,"40,791","$44,697.00"
LARCENY-THEFT,MOUNT BAKER,98118,98118,"40,791","$44,697.00"
MOTOR VEHICLE THEFT,COLUMBIA CITY,98118,98118,"40,791","$44,697.00"
ASSAULT OFFENSES,HILLMAN CITY,98118,98118,"40,791","$44,697.00"
MOTOR VEHICLE THEFT,BRIGHTON/DUNLAP,98118,98118,"40,791","$44,697.00"
DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,MID BEACON HILL,98118,98118,"40,791","$44,697.00"
ASSAULT OFFENSES,RAINIER BEACH,98118,98118,"40,791","$44,697.00"
DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,BRIGHTON/DUNLAP,98118,98118,"40,791","$44,697.00"
ROBBERY,BRIGHTON/DUNLAP,98118,98118,"40,791","$44,697.00"
DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,BRIGHTON/DUNLAP,98118,98118,"40,791","$44,697.00"
ASSAULT OFFENSES,RAINIER BEACH,98118,98118,"40,791","$44,697.00"
DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,RAINIER BEACH,98118,98118,"40,791","$44,697.00"
COUNTERFEITING/FORGERY,GENESEE,98118,98118,"40,791","$44,697.00"
LARCENY-THEFT,GENESEE,98118,98118,"40,791","$44,697.00"
BURGLARY/BREAKING&ENTERING,LAKEWOOD/SEWARD PARK,98118,98118,"40,791","$44,697.00"
LARCENY-THEFT,BRIGHTON/DUNLAP,98118,98118,"40,791","$44,697.00"
FRAUD OFFENSES,BRIGHTON/DUNLAP,98118,98118,"40,791","$44,697.00"
DRIVING UNDER THE INFLUENCE,RAINIER BEACH,98118,98118,"40,791","$44,697.00"
LARCENY-THEFT,MOUNT BAKER,98118,98118,"40,791","$44,697.00"
ASSAULT OFFENSES,BRIGHTON/DUNLAP,98118,98118,"40,791","$44,697.00"
LARCENY-THEFT,MOUNT BAKER,98118,98118,"40,791","$44,697.00"
LARCENY-THEFT,COLUMBIA CITY,98118,98118,"40,791","$44,697.00"
LARCENY-THEFT,LAKEWOOD/SEWARD PARK,98118,98118,"40,791","$44,697.00"
BURGLARY/BREAKING&ENTERING,BRIGHTON/DUNLAP,98118,98118,"40,791","$44,697.00"
BURGLARY/BREAKING&ENTERING,LAKEWOOD/SEWARD PARK,98118,98118,"40,791","$44,697.00"
BURGLARY/BREAKING&ENTERING,BRIGHTON/DUNLAP,98118,98118,"40,791","$44,697.00"
BURGLARY/BREAKING&ENTERING,RAINIER BEACH,98118,98118,"40,791","$44,697.00"
MOTOR VEHICLE THEFT,BRIGHTON/DUNLAP,98118,98118,"40,791","$44,697.00"
LARCENY-THEFT,BRIGHTON/DUNLAP,98118,98118,"40,791","$44,697.00"
LARCENY-THEFT,MOUNT BAKER,98118,98118,"40,791","$44,697.00"
TRESPASS OF REAL PROPERTY,MOUNT BAKER,98118,98118,"40,791","$44,697.00"
ROBBERY,MOUNT BAKER,98118,98118,"40,791","$44,697.00"
ASSAULT OFFENSES,RAINIER BEACH,98118,98118,"40,791","$44,697.00"
DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,BRIGHTON/DUNLAP,98118,98118,"40,791","$44,697.00"
LARCENY-THEFT,BRIGHTON/DUNLAP,98118,98118,"40,791","$44,697.00"
ASSAULT OFFENSES,BRIGHTON/DUNLAP,98118,98118,"40,791","$44,697.00"
MOTOR VEHICLE THEFT,BRIGHTON/DUNLAP,98118,98118,"40,791","$44,697.00"
ASSAULT OFFENSES,NEW HOLLY,98118,98118,"40,791","$44,697.00"
ASSAULT OFFENSES,NEW HOLLY,98118,98118,"40,791","$44,697.00"
ASSAULT OFFENSES,CLAREMONT/RAINIER VISTA,98118,98118,"40,791","$44,697.00"
DRIVING UNDER THE INFLUENCE,MOUNT BAKER,98118,98118,"40,791","$44,697.00"
ASSAULT OFFENSES,RAINIER BEACH,98118,98118,"40,791","$44,697.00"
ASSAULT OFFENSES,BRIGHTON/DUNLAP,98118,98118,"40,791","$44,697.00"
LARCENY-THEFT,RAINIER BEACH,98118,98118,"40,791","$44,697.00"
BURGLARY/BREAKING&ENTERING,CLAREMONT/RAINIER VISTA,98118,98118,"40,791","$44,697.00"
ASSAULT OFFENSES,RAINIER BEACH,98118,98118,"40,791","$44,697.00"
LARCENY-THEFT,RAINIER BEACH,98118,98118,"40,791","$44,697.00"
LARCENY-THEFT,LAKEWOOD/SEWARD PARK,98118,98118,"40,791","$44,697.00"
ROBBERY,SOUTH BEACON HILL,98118,98118,"40,791","$44,697.00"
LARCENY-THEFT,RAINIER BEACH,98118,98118,"40,791","$44,697.00"
MOTOR VEHICLE THEFT,HILLMAN CITY,98118,98118,"40,791","$44,697.00"
LARCENY-THEFT,HILLMAN CITY,98118,98118,"40,791","$44,697.00"
ASSAULT OFFENSES,RAINIER BEACH,98118,98118,"40,791","$44,697.00"
DRIVING UNDER THE INFLUENCE,RAINIER BEACH,98118,98118,"40,791","$44,697.00"
LARCENY-THEFT,COLUMBIA CITY,98118,98118,"40,791","$44,697.00"
LARCENY-THEFT,RAINIER VIEW,98118,98118,"40,791","$44,697.00"
BURGLARY/BREAKING&ENTERING,BRIGHTON/DUNLAP,98118,98118,"40,791","$44,697.00"
DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,BRIGHTON/DUNLAP,98118,98118,"40,791","$44,697.00"
LARCENY-THEFT,BRIGHTON/DUNLAP,98118,98118,"40,791","$44,697.00"
ASSAULT OFFENSES,LAKEWOOD/SEWARD PARK,98118,98118,"40,791","$44,697.00"
MOTOR VEHICLE THEFT,SOUTH BEACON HILL,98118,98118,"40,791","$44,697.00"
LARCENY-THEFT,SOUTH BEACON HILL,98118,98118,"40,791","$44,697.00"
ASSAULT OFFENSES,BRIGHTON/DUNLAP,98118,98118,"40,791","$44,697.00"
LARCENY-THEFT,MID BEACON HILL,98118,98118,"40,791","$44,697.00"
LARCENY-THEFT,LAKEWOOD/SEWARD PARK,98118,98118,"40,791","$44,697.00"
LARCENY-THEFT,BRIGHTON/DUNLAP,98118,98118,"40,791","$44,697.00"
LARCENY-THEFT,LAKEWOOD/SEWARD PARK,98118,98118,"40,791","$44,697.00"
BURGLARY/BREAKING&ENTERING,LAKEWOOD/SEWARD PARK,98118,98118,"40,791","$44,697.00"
LARCENY-THEFT,BRIGHTON/DUNLAP,98118,98118,"40,791","$44,697.00"
LARCENY-THEFT,GENESEE,98118,98118,"40,791","$44,697.00"
LARCENY-THEFT,GENESEE,98118,98118,"40,791","$44,697.00"
LARCENY-THEFT,GENESEE,98118,98118,"40,791","$44,697.00"
LARCENY-THEFT,NEW HOLLY,98118,98118,"40,791","$44,697.00"
BURGLARY/BREAKING&ENTERING,RAINIER BEACH,98118,98118,"40,791","$44,697.00"
ASSAULT OFFENSES,NEW HOLLY,98118,98118,"40,791","$44,697.00"
DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,BRIGHTON/DUNLAP,98118,98118,"40,791","$44,697.00"
LARCENY-THEFT,BRIGHTON/DUNLAP,98118,98118,"40,791","$44,697.00"
LARCENY-THEFT,NEW HOLLY,98118,98118,"40,791","$44,697.00"
MOTOR VEHICLE THEFT,LAKEWOOD/SEWARD PARK,98118,98118,"40,791","$44,697.00"
ASSAULT OFFENSES,LAKEWOOD/SEWARD PARK,98118,98118,"40,791","$44,697.00"
ASSAULT OFFENSES,BRIGHTON/DUNLAP,98118,98118,"40,791","$44,697.00"
ASSAULT OFFENSES,LAKEWOOD/SEWARD PARK,98118,98118,"40,791","$44,697.00"
ASSAULT OFFENSES,NEW HOLLY,98118,98118,"40,791","$44,697.00"
ASSAULT OFFENSES,RAINIER BEACH,98118,98118,"40,791","$44,697.00"
LARCENY-THEFT,BRIGHTON/DUNLAP,98118,98118,"40,791","$44,697.00"
LARCENY-THEFT,LAKEWOOD/SEWARD PARK,98118,98118,"40,791","$44,697.00"
LARCENY-THEFT,NEW HOLLY,98118,98118,"40,791","$44,697.00"
ASSAULT OFFENSES,HILLMAN CITY,98118,98118,"40,791","$44,697.00"
ASSAULT OFFENSES,CLAREMONT/RAINIER VISTA,98118,98118,"40,791","$44,697.00"
DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,BRIGHTON/DUNLAP,98118,98118,"40,791","$44,697.00"
ASSAULT OFFENSES,RAINIER BEACH,98118,98118,"40,791","$44,697.00"
ROBBERY,MOUNT BAKER,98118,98118,"40,791","$44,697.00"
FRAUD OFFENSES,COLUMBIA CITY,98118,98118,"40,791","$44,697.00"
BURGLARY/BREAKING&ENTERING,NEW HOLLY,98118,98118,"40,791","$44,697.00"
FRAUD OFFENSES,COLUMBIA CITY,98118,98118,"40,791","$44,697.00"
LARCENY-THEFT,LAKEWOOD/SEWARD PARK,98118,98118,"40,791","$44,697.00"
LARCENY-THEFT,NEW HOLLY,98118,98118,"40,791","$44,697.00"
FRAUD OFFENSES,BRIGHTON/DUNLAP,98118,98118,"40,791","$44,697.00"
LARCENY-THEFT,BRIGHTON/DUNLAP,98118,98118,"40,791","$44,697.00"
BURGLARY/BREAKING&ENTERING,COLUMBIA CITY,98118,98118,"40,791","$44,697.00"
LARCENY-THEFT,BRIGHTON/DUNLAP,98118,98118,"40,791","$44,697.00"
ASSAULT OFFENSES,HILLMAN CITY,98118,98118,"40,791","$44,697.00"
LARCENY-THEFT,HILLMAN CITY,98118,98118,"40,791","$44,697.00"
ARSON,RAINIER BEACH,98118,98118,"40,791","$44,697.00"
TRESPASS OF REAL PROPERTY,BRIGHTON/DUNLAP,98118,98118,"40,791","$44,697.00"
DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,COLUMBIA CITY,98118,98118,"40,791","$44,697.00"
LARCENY-THEFT,MOUNT BAKER,98118,98118,"40,791","$44,697.00"
DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,BRIGHTON/DUNLAP,98118,98118,"40,791","$44,697.00"
DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,COLUMBIA CITY,98118,98118,"40,791","$44,697.00"
DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,GENESEE,98118,98118,"40,791","$44,697.00"
LARCENY-THEFT,RAINIER VIEW,98118,98118,"40,791","$44,697.00"
LARCENY-THEFT,BRIGHTON/DUNLAP,98118,98118,"40,791","$44,697.00"
LARCENY-THEFT,HILLMAN CITY,98118,98118,"40,791","$44,697.00"
LARCENY-THEFT,BRIGHTON/DUNLAP,98118,98118,"40,791","$44,697.00"
LARCENY-THEFT,COLUMBIA CITY,98118,98118,"40,791","$44,697.00"
BURGLARY/BREAKING&ENTERING,BRIGHTON/DUNLAP,98118,98118,"40,791","$44,697.00"
LARCENY-THEFT,LAKEWOOD/SEWARD PARK,98118,98118,"40,791","$44,697.00"
LARCENY-THEFT,BRIGHTON/DUNLAP,98118,98118,"40,791","$44,697.00"
LARCENY-THEFT,MOUNT BAKER,98118,98118,"40,791","$44,697.00"
LARCENY-THEFT,MOUNT BAKER,98118,98118,"40,791","$44,697.00"
BURGLARY/BREAKING&ENTERING,GENESEE,98118,98118,"40,791","$44,697.00"
LARCENY-THEFT,RAINIER BEACH,98118,98118,"40,791","$44,697.00"
DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,BRIGHTON/DUNLAP,98118,98118,"40,791","$44,697.00"
LARCENY-THEFT,CLAREMONT/RAINIER VISTA,98118,98118,"40,791","$44,697.00"
